100 4950
57 65 3135
57 66 1833
57 67 2409
57 68 5558
57 69 2954
57 70 6776
57 71 7463
57 72 1890
57 73 8477
57 74 1508
57 75 1549
57 76 2682
57 77 5345
57 78 8462
57 79 9866
57 80 5453
57 81 1878
57 82 2365
57 83 9586
57 84 4895
57 85 5292
57 86 4790
57 87 7558
57 88 3983
57 89 2113
57 90 1214
57 91 1195
57 92 6661
57 93 3254
57 94 5699
57 95 2115
57 96 1787
57 97 6243
57 98 9369
57 99 2964
58 59 4271
58 60 9305
58 61 2826
58 62 4025
58 63 3389
58 64 4637
58 65 9320
58 66 7738
58 67 187
58 68 1084
58 69 5085
58 70 6017
58 71 5536
58 72 9658
58 73 5560
58 74 7419
58 75 7951
58 76 8854
58 77 1401
58 78 8611
58 79 5577
58 80 556
58 81 6181
58 82 7359
58 83 9903
58 84 1487
58 85 8434
58 86 2286
58 87 9698
58 88 9607
58 89 4329
58 90 8040
58 91 2429
58 92 9645
58 93 3669
58 94 3195
58 95 6990
58 96 7039
58 97 1127
58 98 2175
58 99 5963
59 60 4957
59 61 6697
59 62 1833
59 63 7818
59 64 4780
59 65 4160
59 66 7914
59 67 9475
59 68 6472
59 69 4060
59 70 6569
59 71 7481
59 72 1566
59 73 8140
59 74 1320
59 75 1667
59 76 8187
59 77 5499
59 78 6470
59 79 8628
59 80 4458
59 81 6825
59 82 3758
59 83 3602
59 84 3933
59 85 1961
59 86 313
59 87 8411
59 88 4291
59 89 7826
59 90 2388
59 91 5
59 92 8402
59 93 8215
59 94 1215
59 95 8854
59 96 5114
59 97 4376
59 98 4407
59 99 8940
60 61 5625
60 62 5432
60 63 8781
60 64 1411
60 65 139
60 66 677
60 67 8213
60 68 2118
60 69 8663
60 70 1578
60 71 3198
60 72 9186
60 73 9253
60 74 9925
60 75 7152
60 76 531
60 77 6818
60 78 9966
60 79 8178
60 80 2807
60 81 5629
60 82 6614
60 83 4012
60 84 2670
60 85 9153
60 86 8836
60 87 2169
60 88 8408
60 89 1467
60 90 7212
60 91 6930
60 92 5031
60 93 5597
60 94 7286
60 95 9748
60 96 8715
60 97 5420
60 98 5830
60 99 9875
61 62 7140
61 63 9441
61 64 5441
61 65 7608
61 66 701
61 67 6722
61 68 3962
61 69 3368
61 70 5836
61 71 7494
61 72 9177
61 73 2057
61 74 5792
61 75 3585
61 76 5916
61 77 3608
61 78 6019
61 79 6715
61 80 2280
61 81 7437
61 82 1099
61 83 5873
61 84 4030
61 85 669
61 86 7609
61 87 8580
61 88 1366
61 89 7382
61 90 2654
61 91 4618
61 92 274
61 93 8922
61 94 927
61 95 4999
61 96 1443
61 97 3331
61 98 4120
61 99 3402
62 63 3339
62 64 5363
62 65 5234
62 66 2052
62 67 2433
62 68 7199
62 69 6962
62 70 9153
62 71 2824
62 72 3987
62 73 7647
62 74 345
62 75 9534
62 76 7634
62 77 551
62 78 2384
62 79 4602
62 80 6901
62 81 2173
62 82 3277
62 83 2762
62 84 1769
62 85 3169
62 86 9426
62 87 3997
62 88 5318
62 89 1065
62 90 6995
62 91 3517
62 92 6874
62 93 7407
62 94 1681
62 95 5837
62 96 6101
62 97 3247
62 98 8333
62 99 8539
63 64 8838
63 65 5926
63 66 9451
63 67 3020
63 68 2032
63 69 7028
63 70 9530
63 71 4099
63 72 6882
63 73 6046
63 74 361
63 75 7668
63 76 6450
63 77 6823
63 78 1006
63 79 5776
63 80 6423
63 81 4163
63 82 4933
63 83 1486
63 84 5445
63 85 6121
63 86 5989
63 87 1664
63 88 4507
63 89 3450
63 90 4342
63 91 4420
63 92 3251
63 93 1420
63 94 3283
63 95 9386
63 96 4710
63 97 825
63 98 7894
63 99 3216
64 65 9021
64 66 4349
64 67 6965
64 68 9730
64 69 942
64 70 1673
64 71 266
64 72 3993
64 73 5629
64 74 1725
64 75 4304
64 76 2291
64 77 2050
64 78 3276
64 79 1042
64 80 5409
64 81 3680
64 82 5738
64 83 5680
64 84 954
64 85 1644
64 86 452
64 87 1598
64 88 1541
64 89 6382
64 90 9028
64 91 2806
64 92 9570
64 93 57
64 94 9364
64 95 6853
64 96 6080
64 97 3447
64 98 1850
64 99 4033
65 66 680
65 67 7855
65 68 7979
65 69 1951
65 70 1923
65 71 4688
65 72 1069
65 73 8031
65 74 2645
65 75 2807
65 76 4156
65 77 6387
65 78 2791
65 79 6465
65 80 3212
65 81 9629
65 82 3014
65 83 4732
65 84 4839
65 85 638
65 86 5953
65 87 6662
65 88 6295
65 89 4118
65 90 8509
65 91 5140
65 92 2330
65 93 2826
65 94 7668
65 95 6344
65 96 7659
65 97 8781
65 98 4450
65 99 1071
66 67 6117
66 68 5452
66 69 5441
66 70 8763
66 71 7539
66 72 2970
66 73 8993
66 74 5061
66 75 1238
66 76 4745
66 77 3704
66 78 8879
66 79 589
66 80 490
66 81 26
66 82 5634
66 83 6658
66 84 7667
66 85 2011
66 86 9057
66 87 103
66 88 598
66 89 5066
66 90 5247
66 91 9626
66 92 4101
66 93 7358
66 94 9105
66 95 2135
66 96 6400
66 97 7026
66 98 5085
66 99 4501
67 68 4275
67 69 4725
67 70 1323
67 71 9268
67 72 1936
67 73 1183
67 74 8649
67 75 7021
67 76 3956
67 77 2441
67 78 3712
67 79 6248
67 80 1736
67 81 1218
67 82 8514
67 83 7475
67 84 2443
67 85 1480
67 86 7024
67 87 2205
67 88 9144
67 89 4665
67 90 3204
67 91 8787
67 92 923
67 93 283
67 94 3807
67 95 6699
67 96 2205
67 97 629
67 98 3576
67 99 7953
68 69 1195
68 70 9205
68 71 114
68 72 9308
68 73 8376
68 74 5121
68 75 639
68 76 1837
68 77 7338
68 78 1203
68 79 3033
68 80 4989
68 81 1890
68 82 1862
68 83 9221
68 84 779
68 85 5326
68 86 7843
68 87 9712
68 88 9940
68 89 28
68 90 8910
68 91 4385
68 92 6013
68 93 8161
68 94 2256
68 95 6033
68 96 5179
68 97 7109
68 98 3954
68 99 34
69 70 9352
69 71 6539
69 72 3119
69 73 5612
69 74 7588
69 75 7471
69 76 3639
69 77 1588
69 78 6132
69 79 7602
69 80 6277
69 81 2269
69 82 625
69 83 1254
69 84 4765
69 85 7173
69 86 4880
69 87 6810
69 88 3105
69 89 1658
69 90 9443
69 91 9246
69 92 7706
69 93 4221
69 94 9692
69 95 473
69 96 7209
69 97 194
69 98 7641
69 99 5607
70 71 4917
70 72 903
70 73 3790
70 74 8980
70 75 3567
70 76 1963
70 77 5379
70 78 9745
70 79 9870
70 80 4302
70 81 5242
70 82 3268
70 83 6721
70 84 6771
70 85 1064
70 86 1134
70 87 4264
70 88 9745
70 89 8311
70 90 9570
70 91 7104
70 92 4984
70 93 1361
70 94 3371
70 95 3877
70 96 8209
70 97 6422
70 98 9971
70 99 7120
71 72 7349
71 73 6735
71 74 6251
71 75 5902
71 76 1210
71 77 5216
71 78 8830
71 79 1073
71 80 439
71 81 2256
71 82 7163
71 83 3111
71 84 5097
71 85 6662
71 86 7585
71 87 5543
71 88 888
71 89 5900
71 90 5573
71 91 2721
71 92 9151
71 93 7727
71 94 3002
71 95 9311
71 96 4093
71 97 9064
71 98 6911
71 99 288
72 73 4422
72 74 9544
72 75 6391
72 76 4447
72 77 5533
72 78 6523
72 79 4631
72 80 1497
72 81 2703
72 82 5590
72 83 3828
72 84 2637
72 85 5377
72 86 5562
72 87 1737
72 88 7194
72 89 7558
72 90 9829
72 91 9938
72 92 3382
72 93 9543
72 94 6504
72 95 5575
72 96 9516
72 97 1831
72 98 8306
72 99 263
73 74 3145
73 75 2871
73 76 9359
73 77 2160
73 78 9457
73 79 8522
73 80 157
73 81 9753
73 82 7058
73 83 2573
73 84 3826
73 85 8848
73 86 8746
73 87 4481
73 88 6533
73 89 7434
73 90 7293
73 91 2631
73 92 2370
73 93 6630
73 94 1358
73 95 8799
73 96 8393
73 97 9776
73 98 4693
73 99 2300
74 75 8605
74 76 5837
74 77 2541
74 78 331
74 79 6649
74 80 7811
74 81 2771
74 82 4377
74 83 5701
74 84 1550
74 85 5683
74 86 1265
74 87 653
74 88 5531
74 89 5664
74 90 1413
74 91 2057
74 92 7501
74 93 9890
74 94 6138
74 95 3478
74 96 9616
74 97 4166
74 98 519
74 99 3947
75 76 9759
75 77 3614
75 78 8221
75 79 4991
75 80 3017
75 81 6427
75 82 9939
75 83 7382
75 84 3977
75 85 2197
75 86 7695
75 87 6183
75 88 7449
75 89 2413
75 90 3048
75 91 3908
75 92 2507
75 93 9659
75 94 8514
75 95 739
75 96 2321
75 97 3750
75 98 7937
75 99 7559
76 77 159
76 78 7610
76 79 3386
76 80 2318
76 81 146
76 82 3032
76 83 3268
76 84 2714
76 85 9896
76 86 6617
76 87 8775
76 88 8527
76 89 970
76 90 9211
76 91 3529
76 92 5054
76 93 2259
76 94 7883
76 95 4343
76 96 5055
76 97 863
76 98 8159
76 99 9389
77 78 372
77 79 4803
77 80 5592
77 81 3747
77 82 5958
77 83 2000
77 84 6
77 85 1292
77 86 8446
77 87 341
77 88 2775
77 89 6201
77 90 8559
77 91 4386
77 92 7366
77 93 6963
77 94 1714
77 95 5277
77 96 6034
77 97 720
77 98 3946
77 99 1752
78 79 1032
78 80 5997
78 81 963
78 82 1828
78 83 6995
78 84 7460
78 85 6541
78 86 6666
78 87 2265
78 88 7177
78 89 2773
78 90 412
78 91 826
78 92 3067
78 93 8722
78 94 2399
78 95 3262
78 96 6705
78 97 5936
78 98 996
78 99 4681
79 80 9448
79 81 8968
79 82 1583
79 83 9907
79 84 7995
79 85 6568
79 86 4700
79 87 1412
79 88 7882
79 89 4506
79 90 4198
79 91 3417
79 92 6204
79 93 4163
79 94 9432
79 95 6418
79 96 2880
79 97 1939
79 98 9936
79 99 9966
80 81 3153
80 82 3294
80 83 5858
80 84 7957
80 85 2714
80 86 1833
80 87 2466
80 88 9914
80 89 811
80 90 8193
80 91 2480
80 92 3798
80 93 6024
80 94 5725
80 95 5658
80 96 712
80 97 4005
80 98 9944
80 99 1131
81 82 9550
81 83 6414
81 84 6556
81 85 4285
81 86 115
81 87 5515
81 88 8513
81 89 6655
81 90 6519
81 91 9468
81 92 5974
81 93 4259
81 94 8778
81 95 9221
81 96 4329
81 97 7075
81 98 9451
81 99 9072
82 83 4506
82 84 9932
82 85 3859
82 86 9474
82 87 6664
82 88 3036
82 89 7016
82 90 2486
82 91 3075
82 92 8497
82 93 7711
82 94 7336
82 95 8519
82 96 7809
82 97 366
82 98 6059
82 99 6814
83 84 4040
83 85 8281
83 86 6871
83 87 257
83 88 1642
83 89 7643
83 90 6009
83 91 4695
83 92 6270
83 93 310
83 94 7148
83 95 6699
83 96 6756
83 97 4770
83 98 1179
83 99 902
84 85 1477
84 86 8928
84 87 8109
84 88 4915
84 89 1771
84 90 5385
84 91 7192
84 92 6472
84 93 5743
84 94 9763
84 95 976
84 96 2437
84 97 6846
84 98 5266
84 99 3905
85 86 2137
85 87 2961
85 88 2154
85 89 6365
85 90 8119
85 91 3331
85 92 9109
85 93 590
85 94 5878
85 95 2692
85 96 4564
85 97 5757
85 98 366
85 99 4209
86 87 9984
86 88 5738
86 89 1146
86 90 5396
86 91 3814
86 92 4500
86 93 9973
86 94 4134
86 95 4361
86 96 929
86 97 4239
86 98 5085
86 99 2219
87 88 7007
87 89 7279
87 90 334
87 91 8016
87 92 648
87 93 1800
87 94 1934
87 95 9240
87 96 7308
87 97 5885
87 98 8179
87 99 697
88 89 2485
88 90 1927
88 91 9880
88 92 6748
88 93 625
88 94 7642
88 95 7710
88 96 9894
88 97 4628
88 98 4856
88 99 6767
89 90 9507
89 91 4130
89 92 6157
89 93 9899
89 94 6552
89 95 55
89 96 1710
89 97 7054
89 98 4970
89 99 7553
90 91 8519
90 92 3945
90 93 8105
90 94 9349
90 95 2270
90 96 9644
90 97 8994
90 98 6807
90 99 7495
91 92 9393
91 93 6652
91 94 6541
91 95 5270
91 96 5860
91 97 6579
91 98 6284
91 99 8907
92 93 9355
92 94 2648
92 95 4910
92 96 7167
92 97 5113
92 98 9225
92 99 7997
93 94 1424
93 95 3635
93 96 6960
93 97 2128
93 98 7883
93 99 8306
94 95 3010
94 96 8226
94 97 8492
94 98 3038
94 99 6623
95 96 6696
95 97 4482
95 98 1495
95 99 4004
96 97 4834
96 98 4630
96 99 8654
97 98 2169
97 99 62
98 99 6265
